Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,f_sml,f_reuse_sml,sml_ind_length,sml_ind_mem,sml_init_length,sml_init_mem,i_sml,i_reuse_sml,ic3_extra_time_n0,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e3_76,invalid,2,0.618,25 14,669,0,0.003,0.02,0.001,0,0.282,0.067,0.003,0.051,329,208,12,23.995,1,7.416,414,22,0.001,36668
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e6_1315,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e1_846_e3_1060,valid,3,0.36,18 14,422,0,0.001,0,0.001,0,0.178,0.048,0.003,0.027,132,10,9,16.134,1,5.92,200,16,0,34292
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e2_142,valid,3,0.075,2 1,95,0,0,0,0,0,0.033,0.01,0.001,0.004,11,0,1,3.917,1,3.305,39,6,0,32616
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_1,valid,2,0.009,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,30432
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e7_1255_e7_12,valid,5,0.626,9 7 6 4,827,0,0.002,0.002,0.002,0,0.297,0.101,0.004,0.049,314,88,15,22.711,1,5.976,436,31,0,35836
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e5_846,invalid,6,45.946,114 98 62 43 22 13,24528,0.038,0.678,2.806,0.598,2.937,12.109,6.203,0.023,8.446,16477,9958,241,301.515,1,15.044,17110,196,0.008,293556
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e8_747_e8_1041,valid,3,0.067,1 0,86,0,0,0,0,0,0.024,0.006,0,0.007,0,0,0,0.021,3,9.639,41,8,0,32436
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd,valid,9,2.602,43 41 38 37 35 31 24 13,3560,0,0.009,0.015,0.011,0.027,1.142,0.376,0.014,0.344,1876,917,64,42.962,2,5.666,2274,237,0.002,57236
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e3_1091_e1_1044,invalid,3,3.693,50 30 8,3304,0,0.044,0.224,0.031,0.009,1.606,0.441,0.008,0.386,2119,1367,52,70.233,1,9.125,2289,61,0.002,57780
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_3,valid,2,0.014,1,7,0,0,0,0,0,0.003,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,32060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e3_961,valid,3,0.415,19 14,576,0,0.001,0,0.001,0,0.207,0.052,0.003,0.033,156,15,11,17.601,1,5.968,275,17,0,35012
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e8_649,valid,2,0.008,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,32508
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e7_188_e7_743,valid,3,0.08,3 1,135,0,0,0,0,0,0.033,0.012,0.001,0.006,22,0,3,4.903,2,3.868,57,4,0,33456
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_589_e3_349,invalid,2,0.212,11 2,233,0,0.001,0.003,0,0,0.09,0.023,0.001,0.02,140,123,10,10.604,2,5.057,161,10,0.001,33984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e6_236,invalid,9,16.058,68 45 36 29 23 17 12 8 3,13439,0.003,0.193,0.744,0.057,0.007,6.235,2.284,0.015,3.316,7607,2890,64,93.424,1,12.923,8006,151,0.011,160372
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725_e3_556,valid,3,0.067,1 0,108,0,0,0,0,0,0.032,0.01,0,0.003,0,0,0,0.021,1,4.705,47,1,0,32984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_627,valid,4,0.469,11 8 7,643,0,0.001,0,0.001,0,0.242,0.061,0.002,0.036,201,21,8,15.085,1,5.883,317,28,0,35408
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e1_618_e3_303,invalid,1,0.045,4,43,0,0,0,0,0,0.018,0.005,0,0.004,0,0,0,0.021,1,3.352,15,4,0,32728
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2_e8_460_e7_43,invalid,0,0.016,,2,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,31520
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e7_626_e1_305,invalid,1,0.02,0,15,0,0,0,0,0,0.005,0.002,0,0.002,0,0,0,0.021,1,2.519,3,0,0,32304
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e5_1150,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_190,valid,9,8.541,21 16 13 9 8 7 6 4,10064,0.001,0.071,0.168,0.058,0.149,3.725,1.372,0.014,1.015,5097,1621,61,76.72,1,8.856,5882,258,0.002,91576
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e4_987_e3_291,invalid,5,17.4,110 88 66 45 22,10423,0.004,0.295,1.824,0.189,0.235,5.696,2.054,0.019,2.938,7468,5384,159,192.496,1,14.394,7788,111,0.002,158424
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33,valid,3,0.037,2 1,61,0,0,0,0,0,0.014,0.005,0,0.003,8,0,2,3.781,1,2.847,22,0,0,33140
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244,valid,14,23.578,40 38 36 34 31 27 26 23 19 15 13 8 5,22194,0.005,0.224,1.124,0.251,2.897,7.24,3.495,0.023,3.195,14305,9174,92,69.706,2,7.141,15648,319,0.004,157940
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6,valid,15,27.894,48 46 42 39 36 32 30 27 23 22 20 17 12 5,23742,0.009,0.262,0.953,0.294,2.352,8.702,4.334,0.028,5.24,15081,8889,115,77.988,1,6.116,16681,843,0.023,158008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMMER_luke_2_e7_1068_e8_1019,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068_e2_13,invalid,0,0.009,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32344
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e3_931,valid,3,0.161,9 5,278,0,0,0,0,0,0.078,0.023,0.001,0.009,81,1,2,7.41,1,5.304,129,8,0,33548
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2,valid,4,0.048,2 1 0,87,0,0,0,0,0,0.02,0.007,0,0.003,14,3,3,4.093,1,2.941,36,2,0,32884
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57,invalid,0,0.009,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,32284
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e3_287,invalid,2,2.176,42 18,2587,0,0.033,0.138,0.007,0,1.02,0.314,0.004,0.154,1532,847,27,44.723,1,9.274,1677,28,0.001,57860
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e1_152,valid,9,2.451,23 22 19 18 15 13 11 5,3741,0,0.012,0.045,0.01,0.046,1.082,0.402,0.007,0.215,2183,1301,41,29.058,2,5.629,2539,150,0.002,57724
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2_e8_460_e8_1920,valid,3,0.118,2 1,117,0,0,0,0,0,0.042,0.009,0.001,0.016,14,1,1,9.526,3,12.516,60,17,0,33096
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e7_1027_e1_1047,valid,3,0.041,4 3,61,0,0,0,0,0,0.015,0.006,0,0.004,10,0,4,4.83,1,3.106,23,3,0,33304
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_2,valid,3,0.051,4 3,80,0,0,0,0,0,0.022,0.007,0,0.003,18,3,3,4.297,1,2.338,33,2,0,32876
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e8_491_e7_826,valid,3,0.031,3 2,48,0,0,0,0,0,0.01,0.005,0,0.003,6,0,2,3.806,1,2.722,16,0,0,32272
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_2,valid,2,0.016,1,15,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,2,3.172,5,0,0,32244
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e7_1440,invalid,3,1.846,40 24 11,1997,0,0.014,0.061,0.008,0.001,0.851,0.224,0.007,0.185,1055,508,42,52.947,1,8.682,1212,52,0.002,41116
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207_e7_538,valid,2,0.008,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,31064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33_e2_1010,valid,2,0.015,1,14,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,1,2.575,4,0,0,32212
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMMER_luke_1,invalid,0,0.009,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,32088
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd_e7_621_e7_669,invalid,6,0.204,6 4 3 2 1 0,324,0,0,0.001,0,0,0.082,0.027,0.001,0.031,121,66,8,8.495,1,3.493,151,9,0,34424
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592_e3_442,invalid,0,0.009,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,32216
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856_e2_585,valid,3,0.091,3 1,146,0,0,0,0,0,0.043,0.012,0.001,0.005,22,0,1,4.059,1,3.439,64,8,0,32980
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e8_649_e7_709,valid,2,0.008,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,31028
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e2_617,valid,4,0.441,8 5 2,799,0,0.001,0,0.001,0,0.223,0.069,0.002,0.027,253,17,7,13.955,1,5.995,401,32,0,35368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068_e3_163,invalid,0,0.01,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,32320
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2_e7_2526,invalid,0,0.015,,2,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,31664
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e3_640,valid,3,0.178,10 6,287,0,0,0,0,0,0.09,0.026,0.001,0.009,85,1,1,6.062,1,5.402,135,11,0,34056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e4_987,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275,invalid,6,22.819,130 113 89 61 35 10,13223,0.001,0.534,2.477,0.064,0.275,7.878,3,0.028,3.402,9137,5895,89,127.37,1,12.725,9421,143,0.005,158540
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e1_586,invalid,1,0.019,0,17,0,0,0,0,0,0.005,0.002,0,0.002,0,0,0,0.021,1,2.576,4,0,0,32432
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e4_987_e1_1115,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_3,valid,3,0.033,1 0,59,0,0,0,0,0,0.012,0.006,0,0.002,0,0,0,0.021,2,3.186,25,1,0,32436
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e4_164,invalid,20,85.548,66 55 52 37 34 32 30 28 25 23 21 19 17 15 13 11 9 7 5 2,41285,0.018,1.635,6.661,0.624,3.401,23.062,11.85,0.04,23.715,28120,19125,125,164.448,1,14.571,29677,143,0.014,293048
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e1_1350,invalid,3,6.239,70 44 14,5222,0,0.091,0.518,0.061,0.024,2.608,0.76,0.01,0.718,3427,2166,68,91.169,1,10.336,3644,87,0.003,91212
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMMER_luke_2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_11_e1_429,invalid,2,0.233,9 1,233,0,0.001,0.005,0.001,0,0.11,0.024,0.001,0.019,154,147,7,9.404,1,3.707,172,8,0.001,34056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33_e1_856,invalid,1,0.02,0,17,0,0,0,0,0,0.005,0.002,0,0.002,0,0,0,0.021,1,2.637,4,0,0,32316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592,valid,2,0.018,2,15,0,0,0,0,0,0.005,0.002,0,0.001,0,0,0,0.021,1,2.525,4,1,0,32228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57_e4_1047,valid,2,0.015,1,12,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,1,2.479,3,0,0,32448
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e2_1083,invalid,2,0.195,8 1,202,0,0.001,0.003,0.001,0,0.083,0.02,0.002,0.016,129,122,7,8.661,1,4.37,139,1,0,34364
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e1_317,valid,4,0.597,13 10 8,809,0,0.002,0,0.001,0,0.295,0.081,0.003,0.045,258,24,13,20.649,1,6.217,397,29,0,35256
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207_e8_507,valid,2,0.008,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,32436
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725,valid,3,0.244,5 0,483,0,0.001,0,0,0,0.122,0.041,0.001,0.013,85,3,4,10.58,1,5.202,231,5,0,34024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068_e5_882,invalid,0,0.009,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,32312
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e3_1071,invalid,2,0.217,8 1,221,0,0.001,0.005,0.001,0,0.098,0.022,0.001,0.017,150,143,7,9.439,1,4.374,159,1,0.001,34648
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1,valid,3,0.08,1 0,92,0,0,0,0,0,0.031,0.007,0.001,0.009,0,0,0,0.021,4,10.779,48,13,0,33052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_1,valid,2,0.017,1,16,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,1,2.531,5,0,0,32056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725_e1_919,valid,3,0.066,1 0,108,0,0,0,0,0,0.031,0.01,0,0.003,0,0,0,0.021,1,4.673,47,1,0,32856
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068,invalid,0,0.009,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,32324
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all,valid,3,0.088,3 1,143,0,0,0,0,0,0.038,0.014,0,0.006,22,0,3,4.957,1,3.404,62,6,0,33236
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068_e1_178,invalid,0,0.009,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,32436
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e7_223_e7_213,valid,3,0.038,3 2,63,0,0,0,0,0,0.015,0.006,0,0.003,12,1,1,2.529,1,2.34,25,2,0,33020
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e1_389,invalid,5,3.784,38 30 20 11 3,3855,0,0.039,0.194,0.025,0.007,1.766,0.47,0.011,0.37,2191,1049,45,61.029,1,9.443,2415,85,0.002,57468
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e3_473,invalid,2,0.19,8 1,203,0,0.001,0.003,0.001,0,0.081,0.02,0.001,0.016,129,122,7,8.672,2,5.282,139,0,0.001,34364
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e8_747_e7_692,invalid,0,0.014,,2,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,31484
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2_e7_2526_e7_2736,invalid,0,0.016,,2,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,31712
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_661,invalid,2,0.217,7 0,221,0,0.001,0.005,0.001,0,0.094,0.023,0.001,0.017,148,141,7,9.285,2,5.043,165,7,0.001,34076
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_589_e2_506,invalid,2,0.217,12 3,227,0,0.001,0.003,0,0,0.094,0.024,0.002,0.021,132,116,10,10.077,2,4.979,154,11,0.001,33996
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2,valid,3,0.138,2 1,134,0,0,0,0,0,0.05,0.01,0.002,0.019,17,0,2,11.316,4,13.995,70,20,0,33340
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e3_1091_e3_522,valid,3,0.174,10 6,287,0,0,0,0,0,0.085,0.026,0.001,0.009,85,1,1,6.058,1,5.395,135,11,0,34292
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_968,invalid,9,9.242,65 52 41 32 24 18 14 10 4,9081,0.002,0.104,0.369,0.073,0.024,4.067,1.292,0.01,1.274,5001,1964,58,75.315,1,9.818,5476,187,0.003,91552
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_vt_e3_507,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_vt_e7_1059_e8_1111,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2,valid,15,51.586,182 179 175 173 171 167 161 152 140 125 107 86 61 31,33435,0.008,0.719,2.245,0.369,1.95,17.907,8.271,0.055,9.357,19840,8318,116,139.131,1,9.887,20941,621,0.007,291632
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e1_823,valid,14,11.774,33 31 29 27 25 23 21 18 17 14 13 9 5,13424,0.001,0.093,0.363,0.107,0.277,4.814,1.613,0.015,1.795,7611,3173,73,57.826,2,7.901,8168,196,0.003,91340
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e2_142_e7_209,valid,3,0.083,4 2,134,0,0,0,0,0,0.036,0.012,0.001,0.006,20,0,2,4.598,1,3.385,57,7,0,32956
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e8_751,valid,3,0.083,2 1,92,0,0,0,0,0,0.032,0.007,0.001,0.01,12,1,1,7.554,4,10.664,48,14,0,33064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e7_1027_e7_359,valid,4,0.055,4 3 2,95,0,0,0,0,0,0.022,0.009,0,0.004,16,3,3,4.089,1,2.943,39,3,0,32648
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592_e7_265,valid,2,0.02,2,17,0,0,0,0,0,0.006,0.002,0,0.001,0,0,0,0.021,1,2.583,5,1,0,32612
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e2_695,valid,2,0.016,1,14,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,1,2.575,4,0,0,32352
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e7_606,valid,4,0.404,9 4 2,777,0,0.001,0,0.001,0,0.192,0.07,0.001,0.027,254,18,12,18.956,1,6.094,386,19,0,34532
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e7_810,invalid,6,13.84,47 37 34 31 26 20,11565,0.005,0.184,0.88,0.088,0.055,5.3,2.118,0.013,2.427,6640,2952,84,110.624,1,11.081,7152,148,0.007,159412
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e2_13,valid,4,0.537,9 5 2,868,0,0.002,0,0.002,0,0.267,0.082,0.003,0.04,276,14,16,22.606,1,6.619,428,31,0,35332
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_1_e7_184_e3_299,valid,3,0.044,1 0,66,0,0,0,0,0,0.018,0.006,0.001,0.002,0,0,0,0.021,1,2.837,24,2,0,32768
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856_e1_217,invalid,1,0.051,5,50,0,0,0,0,0,0.02,0.006,0.001,0.004,0,0,0,0.021,1,3.292,16,3,0,32748
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e2_693,invalid,2,0.175,8 1,186,0,0,0.003,0.001,0,0.075,0.018,0.001,0.016,115,108,7,8.573,1,4.371,124,1,0,33544
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_5,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_893,invalid,2,0.206,12 3,227,0,0.001,0.003,0,0,0.088,0.023,0.002,0.02,132,116,10,10.231,2,4.979,154,11,0.001,34064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e8_1055,invalid,2,0.19,8 1,202,0,0.001,0.004,0.001,0,0.081,0.02,0.002,0.017,129,122,7,8.907,1,3.764,139,1,0,34284
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e4_987_e2_80,invalid,4,8.075,62 40 14 5,5147,0,0.13,0.958,0.03,0.006,2.928,0.831,0.007,1.116,3791,3049,82,109.453,1,14.565,4021,73,0.006,91232
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e7_1163,valid,5,0.748,12 9 7 5,1098,0,0.002,0.001,0.002,0.001,0.357,0.111,0.004,0.069,441,90,20,28.403,1,6.157,578,44,0,36448
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856,valid,3,0.091,4 2,149,0,0,0,0,0,0.04,0.013,0.001,0.006,24,0,3,5.228,1,3.564,66,8,0,32988
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856_e7_578,valid,3,0.105,6 3,175,0,0,0,0,0,0.047,0.015,0.001,0.007,29,1,3,5.588,1,3.788,75,7,0,32984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e4_801,invalid,4,4.802,51 30 14 5,3919,0,0.055,0.428,0.028,0.004,1.889,0.531,0.006,0.657,2639,1927,72,91.622,1,12.582,2858,63,0.004,91296
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e7_2044_e7_1287,invalid,0,0.014,,2,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,31872
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_5_e4_1208_e1_337,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e7_2044,invalid,0,0.014,,2,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,31684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e7_626,valid,3,0.034,2 1,55,0,0,0,0,0,0.012,0.005,0,0.003,7,0,2,3.783,1,2.782,20,1,0,33236
