Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ind_solver,ic3_ind_gen_time,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33_e7_220,valid,3,0.039,3 2,63,42,0.017,0.016,0.006,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e1_956,invalid,3,5.619,55 37 16,4407,4195,4.52,3.471,0.965,0.008,0.225
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e3_47,invalid,2,0.323,11 2,393,335,0.187,0.169,0.055,0.002,0.017
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e7_860,invalid,4,14.691,94 70 42 15,9063,8700,11.899,8.892,2.73,0.014,0.814
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e5_979,invalid,2,0.335,11 2,393,335,0.195,0.174,0.058,0.001,0.018
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_vt,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856_e3_180,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e3_112,invalid,5,10.061,61 48 35 21 7,7156,6831,7.887,6.082,1.745,0.011,0.575
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e1_846_e1_1317,valid,4,0.481,7 4 2,739,659,0.309,0.25,0.079,0.002,0.024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e1_556,invalid,7,6.512,49 39 35 30 25 18 8,6520,6180,5.035,3.746,1.112,0.009,0.47
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3,valid,3,0.042,3 2,69,48,0.018,0.017,0.006,0.001,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e1_917,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4,valid,2,0.021,2,20,10,0.005,0.006,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e1_956,invalid,2,0.319,11 2,393,335,0.184,0.167,0.053,0.001,0.017
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e3_76,invalid,4,5.13,24 19 15 8,4636,4445,4.288,3.307,0.822,0.005,0.236
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e6_1315,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e1_846_e3_1060,valid,3,0.248,12 9,347,299,0.143,0.131,0.035,0.002,0.011
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e2_142,valid,3,0.069,2 1,101,71,0.031,0.03,0.009,0.001,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_1,valid,2,0.008,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e7_1255_e7_12,valid,4,0.574,14 9 7,884,801,0.388,0.301,0.092,0.002,0.029
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e5_846,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e8_747_e8_1041,valid,3,0.069,1 0,94,71,0.027,0.025,0.006,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd,valid,9,2.738,36 34 31 30 29 26 21 11,4168,3772,1.984,1.284,0.536,0.013,0.243
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e3_1091_e1_1044,invalid,4,11.804,80 73 48 20,7661,7369,9.793,7.325,2.087,0.013,0.473
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_3,valid,2,0.016,1,7,0,0.001,0.003,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e3_961,valid,3,0.304,14 9,449,391,0.181,0.164,0.041,0.002,0.014
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e8_649,valid,2,0.012,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e7_188_e7_743,valid,3,0.079,3 1,134,103,0.043,0.037,0.012,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_589_e3_349,invalid,2,0.283,11 2,366,310,0.161,0.143,0.047,0.002,0.015
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e6_236,invalid,10,48.754,71 47 38 32 25 20 14 7 4 1,20962,20288,40.072,29.466,8.968,0.011,4.26
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968,invalid,5,16.424,77 59 39 23 6,9238,8866,13.184,9.878,3.14,0.015,0.97
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725_e3_556,valid,3,0.21,4 0,397,367,0.147,0.114,0.033,0.001,0.008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_627,valid,4,0.496,8 5 4,718,637,0.307,0.263,0.073,0.002,0.025
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e1_618_e3_303,invalid,1,0.041,3,39,20,0.011,0.015,0.004,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2_e8_460_e7_43,invalid,0,0.016,N/A,2,0,0,0.001,0,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e7_626_e1_305,invalid,1,0.018,0,15,5,0.002,0.004,0.002,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e5_1150,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_190,valid,9,9.73,17 13 9 7 6 5 4 2,10142,9703,7.814,5.611,1.715,0.011,0.727
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e4_987_e3_291,invalid,4,68.642,102 77 38 6,19283,18849,59.009,41.227,15.912,0.015,3.255
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33,valid,3,0.043,3 2,67,46,0.018,0.016,0.006,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244,valid,13,18.416,36 34 31 29 27 24 23 21 17 13 9 6,18385,17742,14.615,10.102,3.533,0.017,1.889
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6,valid,13,18.431,25 23 20 17 15 12 9 6 4 2 1 0,18940,18253,14.514,9.193,4.131,0.017,2.126
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMMER_luke_2_e7_1068_e8_1019,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068_e2_13,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e3_931,valid,3,0.276,13 8,416,356,0.167,0.146,0.041,0.001,0.014
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2,valid,4,0.05,2 1 0,92,69,0.024,0.019,0.009,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57,invalid,0,0.009,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e3_287,invalid,2,1.573,27 11,1386,1284,1.171,0.954,0.257,0.004,0.055
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e1_152,valid,9,2.676,23 22 19 18 15 13 11 5,4076,3816,2.168,1.347,0.598,0.005,0.168
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2_e8_460_e8_1920,valid,3,0.105,2 1,122,90,0.038,0.041,0.009,0.001,0.008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e7_1027_e1_1047,valid,3,0.069,3 2,58,39,0.029,0.024,0.01,0.001,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_2,valid,3,0.054,4 3,87,65,0.026,0.024,0.008,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e8_491_e7_826,valid,3,0.029,3 2,48,31,0.011,0.01,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_2,valid,2,0.016,1,15,8,0.004,0.004,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e7_1440,invalid,3,6.101,63 39 17,4907,4658,4.804,3.744,1.025,0.009,0.266
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207_e7_538,valid,2,0.009,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33_e2_1010,valid,2,0.015,1,14,7,0.003,0.004,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMMER_luke_1,invalid,0,0.009,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd_e7_621_e7_669,invalid,5,0.167,7 4 3 2 1,310,222,0.081,0.072,0.026,0.001,0.019
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592_e3_442,invalid,0,0.009,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856_e2_585,valid,3,0.091,3 1,150,115,0.047,0.044,0.012,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e8_649_e7_709,valid,2,0.009,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e2_617,valid,4,0.413,9 6 2,719,646,0.283,0.221,0.067,0.001,0.019
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068_e3_163,invalid,0,0.013,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2_e7_2526,invalid,0,0.016,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e3_640,valid,3,0.285,14 9,411,347,0.165,0.145,0.043,0.002,0.015
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e4_987,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275,invalid,21,225.285,66 48 46 37 35 33 31 29 27 25 23 21 19 17 15 13 11 9 7 5 2,73398,71492,151.613,92.118,55.148,0.055,56.269
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e1_586,invalid,1,0.027,1,25,12,0.006,0.007,0.003,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e4_987_e1_1115,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_3,valid,3,0.064,1 0,60,47,0.017,0.015,0.008,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e4_164,invalid,6,15.734,48 32 9 8 7 3,7167,6880,12.987,10.194,2.607,0.008,0.776
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e1_1350,invalid,4,28.546,105 93 65 26,13609,13237,24.421,18.108,5.35,0.013,1.185
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMMER_luke_2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_11_e1_429,invalid,2,0.322,8 1,381,332,0.194,0.169,0.054,0.001,0.015
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33_e1_856,invalid,1,0.028,1,25,12,0.005,0.009,0.003,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592,valid,2,0.018,2,16,6,0.004,0.006,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57_e4_1047,valid,2,0.015,1,12,5,0.003,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e2_1083,invalid,2,0.282,8 1,325,276,0.159,0.149,0.044,0.001,0.014
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e1_317,valid,6,1.453,10 6 5 3 2,2199,2072,1.167,0.782,0.294,0.003,0.067
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207_e8_507,valid,2,0.009,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725,valid,3,0.124,2 0,203,181,0.081,0.062,0.019,0.001,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068_e5_882,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e3_1071,invalid,2,0.329,9 1,372,319,0.196,0.176,0.054,0.002,0.015
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1,valid,3,0.078,1 0,101,75,0.032,0.031,0.007,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_1,valid,2,0.023,1,16,9,0.004,0.005,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725_e1_919,valid,3,0.07,1 0,109,92,0.04,0.034,0.01,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all,valid,3,0.085,3 1,149,117,0.046,0.041,0.012,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068_e1_178,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e7_223_e7_213,valid,3,0.046,3 2,66,47,0.022,0.018,0.007,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e1_389,invalid,7,4.25,24 18 13 10 7 4 1,4573,4300,3.188,2.407,0.714,0.006,0.316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e3_473,invalid,2,0.257,8 1,325,276,0.148,0.138,0.041,0.001,0.013
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e8_747_e7_692,invalid,0,0.015,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2_e7_2526_e7_2736,invalid,0,0.015,N/A,2,0,0,0.001,0,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_661,invalid,2,0.313,8 1,381,332,0.189,0.164,0.053,0.001,0.014
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_589_e2_506,invalid,2,0.283,12 3,354,295,0.159,0.144,0.047,0.002,0.016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2,valid,3,0.136,2 1,146,108,0.052,0.057,0.012,0.001,0.01
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e3_1091_e3_522,valid,4,0.359,7 4 2,538,473,0.241,0.186,0.062,0.001,0.016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_968,invalid,3,6.307,64 40 14,5309,5044,4.917,3.784,1.036,0.009,0.316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_vt_e3_507,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_vt_e7_1059_e8_1111,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2,valid,13,33.35,19 16 13 11 10 9 8 7 6 5 4 2,23704,22901,26.504,18.772,6.298,0.03,3.625
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e1_823,valid,15,16.726,41 39 37 34 32 30 29 27 26 24 23 19 12 7,17062,16334,13.028,9.709,2.335,0.018,1.895
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e2_142_e7_209,valid,3,0.091,4 2,148,110,0.046,0.041,0.013,0.001,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e8_751,valid,3,0.084,2 1,107,78,0.034,0.033,0.008,0.001,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e7_1027_e7_359,valid,4,0.055,4 3 2,101,74,0.029,0.023,0.01,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592_e7_265,valid,2,0.02,2,18,8,0.004,0.005,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e2_695,valid,2,0.017,1,14,7,0.004,0.004,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e7_606,valid,5,1.185,20 14 13 10,1779,1662,0.882,0.628,0.204,0.004,0.058
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e7_810,invalid,2,1.16,22 10,1031,939,0.795,0.677,0.188,0.004,0.051
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e2_13,valid,4,0.518,8 4 2,840,750,0.344,0.278,0.082,0.003,0.025
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_1_e7_184_e3_299,valid,2,0.025,3,23,10,0.005,0.008,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856_e1_217,invalid,1,0.05,4,49,27,0.014,0.018,0.006,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e2_693,invalid,2,0.24,8 1,309,260,0.134,0.122,0.038,0.001,0.013
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_5,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_893,invalid,2,0.275,12 3,354,295,0.149,0.137,0.044,0.002,0.016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e8_1055,invalid,2,0.263,8 1,325,276,0.149,0.138,0.043,0.001,0.014
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e4_987_e2_80,invalid,4,41.379,102 90 38 14,14071,13657,33.906,25.123,7.98,0.014,2.701
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e7_1163,valid,5,0.783,8 5 4 3,1173,1057,0.543,0.41,0.135,0.004,0.042
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856,valid,3,0.093,4 2,153,119,0.049,0.044,0.013,0.001,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856_e7_578,valid,3,0.106,6 3,183,142,0.055,0.047,0.017,0.001,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e4_801,invalid,4,13.368,75 54 34 13,7809,7500,10.733,8.335,2.266,0.01,0.688
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e7_2044_e7_1287,invalid,0,0.015,N/A,2,0,0,0.001,0,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_5_e4_1208_e1_337,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e7_2044,invalid,0,0.015,N/A,2,0,0,0.001,0,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e7_626,valid,3,0.033,2 1,56,38,0.014,0.013,0.005,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd_e7_8,invalid,2,0.136,8 0,214,165,0.069,0.063,0.021,0.001,0.01
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e1_846_e2_1394,valid,4,0.339,4 1 0,622,570,0.243,0.185,0.053,0.001,0.013
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e7_529,invalid,4,26.642,73 59 24 9,10830,10488,22.379,17.071,4.785,0.011,1.209
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e1_846_e7_397,valid,4,0.812,12 6 5,1059,966,0.575,0.419,0.151,0.003,0.038
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5,valid,14,21.426,45 43 40 38 36 32 31 29 26 25 21 14 8,20832,20129,16.938,11.74,3.945,0.015,2.397
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e8_449_e7_353,valid,3,0.046,4 3,79,57,0.022,0.019,0.007,0.001,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e8_118_e3_514,invalid,0,0.009,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e8_118_e7_178,valid,2,0.019,2,15,5,0.003,0.004,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e1_821_e5_911,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e5_991,invalid,4,12.47,68 51 25 11,7098,6805,9.983,7.741,2.092,0.01,0.677
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_11_e5_24,invalid,2,0.327,8 1,381,332,0.193,0.17,0.054,0.001,0.015
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e8_449,valid,3,0.04,3 2,64,45,0.017,0.017,0.006,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2,valid,3,0.047,4 3,81,59,0.023,0.018,0.008,0.001,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725_e2_1144,valid,3,0.071,1 0,109,92,0.041,0.034,0.01,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e3_1025,invalid,3,19.131,84 49 18,9783,9467,16.048,12.2,3.335,0.011,0.827
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207,valid,2,0.011,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e3_1091_e2_1317,valid,3,0.167,9 6,256,217,0.099,0.085,0.025,0.001,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e2_943,valid,4,0.532,10 6 4,870,798,0.374,0.289,0.083,0.003,0.022
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e2_454,valid,3,0.172,9 6,256,217,0.102,0.086,0.025,0.002,0.008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1,valid,4,0.645,11 7 4,1067,987,0.471,0.351,0.111,0.002,0.025
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e1_618,invalid,1,0.043,3,39,20,0.011,0.015,0.005,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e7_496,valid,3,0.037,3 2,66,47,0.017,0.015,0.006,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e8_449_e8_517,valid,3,0.056,5 3,84,55,0.024,0.027,0.007,0.001,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57_e5_999,invalid,0,0.009,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e2_1166,valid,3,0.181,11 8,266,221,0.103,0.091,0.027,0.001,0.009
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_vt,valid,8,13.968,122 121 119 116 108 85 44,12092,11463,10.775,5.452,5.098,0.024,1.086
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_9,invalid,7,1.921,18 14 12 9 6 4 2,2509,2314,1.426,0.866,0.476,0.002,0.173
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_2,valid,2,0.044,3,25,12,0.007,0.008,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_6_e7_399,invalid,3,0.526,16 10 4,748,669,0.334,0.25,0.104,0.002,0.03
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_all_e7_2500,valid,2,0.225,14,133,87,0.048,0.064,0.019,0.002,0.011
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_10,valid,2,0.034,2,22,12,0.006,0.007,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_3,valid,2,0.027,1,12,5,0.003,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_all,valid,2,0.158,10,94,60,0.038,0.053,0.014,0.001,0.007
